instant,season,year,month,hour,holiday,weekday,working_day,weather_sit,temp, feeling_temp,hum,wind_speed,casual,registered,datetime,cnt
10573,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,68,175,2012-03-21 15:00:00,243
10574,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,91,287,2012-03-21 16:00:00,378
10575,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,113,616,2012-03-21 17:00:00,729
10576,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,152,627,2012-03-21 18:00:00,779
10577,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,86,496,2012-03-21 19:00:00,582
10578,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,76,298,2012-03-21 20:00:00,374
10579,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,47,204,2012-03-21 21:00:00,251
10580,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,41,156,2012-03-21 22:00:00,197
10581,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0,37,88,2012-03-21 23:00:00,125
10582,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,2012-03-22 00:00:00,41
10583,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,2012-03-22 01:00:00,30
10584,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,2012-03-22 02:00:00,6
10585,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,2012-03-22 03:00:00,7
10586,2,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896,0,6,2012-03-22 04:00:00,6
10587,2,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896,2,32,2012-03-22 05:00:00,34
10588,2,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896,10,126,2012-03-22 06:00:00,136
10589,2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,29,332,2012-03-22 07:00:00,361
10590,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,2012-03-22 08:00:00,649
10591,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,41,277,2012-03-22 09:00:00,318
10592,2,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896,32,110,2012-03-22 10:00:00,142
10593,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0,53,166,2012-03-22 11:00:00,219
10594,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,48,224,2012-03-22 12:00:00,272
10595,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,2012-03-22 13:00:00,298
10596,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,2012-03-22 14:00:00,257
10597,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,2012-03-22 15:00:00,304
10598,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,2012-03-22 16:00:00,425
10599,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,2012-03-22 17:00:00,810
10600,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,147,654,2012-03-22 18:00:00,801
10601,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,117,469,2012-03-22 19:00:00,586
10602,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,2012-03-22 20:00:00,424
10603,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,66,308,2012-03-22 21:00:00,374
10604,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,56,164,2012-03-22 22:00:00,220
10605,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,2012-03-22 23:00:00,151
10606,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,30,65,2012-03-23 00:00:00,95
10607,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,18,32,2012-03-23 01:00:00,50
10608,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,2012-03-23 02:00:00,32
10609,2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,4,6,2012-03-23 03:00:00,10
10610,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,0,3,2012-03-23 04:00:00,3
10611,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,5,29,2012-03-23 05:00:00,34
10612,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,6,110,2012-03-23 06:00:00,116
10613,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,28,318,2012-03-23 07:00:00,346
10614,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,2012-03-23 08:00:00,662
10615,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,75,305,2012-03-23 09:00:00,380
10616,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,125,150,2012-03-23 10:00:00,275
10617,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,131,187,2012-03-23 11:00:00,318
10618,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,199,272,2012-03-23 12:00:00,471
10619,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,172,256,2012-03-23 13:00:00,428
10620,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,2012-03-23 14:00:00,432
10621,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,2012-03-23 15:00:00,472
10622,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,2012-03-23 16:00:00,589
10623,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,2012-03-23 17:00:00,957
10624,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,2012-03-23 18:00:00,830
10625,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,2012-03-23 19:00:00,686
10626,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,2012-03-23 20:00:00,445
10627,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,2012-03-23 21:00:00,284
10628,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,2012-03-23 22:00:00,271
10629,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,2012-03-23 23:00:00,176
10630,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,45,111,2012-03-24 00:00:00,156
10631,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,2012-03-24 01:00:00,128
10632,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,2012-03-24 02:00:00,69
10633,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,2012-03-24 03:00:00,32
10634,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,2012-03-24 04:00:00,7
10635,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,2012-03-24 05:00:00,4
10636,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,2012-03-24 06:00:00,28
10637,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,2012-03-24 07:00:00,70
10638,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,2012-03-24 08:00:00,154
10639,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,2012-03-24 09:00:00,249
10640,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,148,197,2012-03-24 10:00:00,345
10641,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,2012-03-24 11:00:00,273
10642,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,2012-03-24 12:00:00,183
10643,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,62,134,2012-03-24 13:00:00,196
10644,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,2012-03-24 14:00:00,223
10645,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,2012-03-24 15:00:00,290
10646,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,2012-03-24 16:00:00,177
10647,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,2012-03-24 17:00:00,115
10648,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,2012-03-24 18:00:00,137
10649,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,2012-03-24 19:00:00,133
10650,2,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194,31,80,2012-03-24 20:00:00,111
10651,2,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194,16,88,2012-03-24 21:00:00,104
10652,2,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537,12,71,2012-03-24 22:00:00,83
10653,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,2012-03-24 23:00:00,105
10654,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,2012-03-25 00:00:00,80
10655,2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,24,65,2012-03-25 01:00:00,89
10656,2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,6,29,2012-03-25 02:00:00,35
10657,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,8,10,2012-03-25 03:00:00,18
10658,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,2012-03-25 04:00:00,8
10659,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,0,6,2012-03-25 05:00:00,6
10660,2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,5,13,2012-03-25 06:00:00,18
10661,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,2012-03-25 07:00:00,39
10662,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,2012-03-25 08:00:00,89
10663,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,2012-03-25 09:00:00,118
10664,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,2012-03-25 10:00:00,250
10665,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,2012-03-25 11:00:00,323
10666,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,2012-03-25 12:00:00,360
10667,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,2012-03-25 13:00:00,367
10668,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,2012-03-25 14:00:00,414
10669,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,2012-03-25 15:00:00,421
10670,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,153,339,2012-03-25 16:00:00,492
10671,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,2012-03-25 17:00:00,419
10672,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,2012-03-25 18:00:00,491
10673,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,2012-03-25 19:00:00,375
10674,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,2012-03-25 20:00:00,259
10675,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,2012-03-25 21:00:00,149
10676,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,2012-03-25 22:00:00,111
10677,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,2012-03-25 23:00:00,65
10678,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,10,23,2012-03-26 00:00:00,33
10679,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,2012-03-26 01:00:00,28
10680,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,2012-03-26 02:00:00,20
10681,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,2012-03-26 03:00:00,1
10682,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,2012-03-26 04:00:00,4
10683,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,2012-03-26 05:00:00,36
10684,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,2012-03-26 06:00:00,117
10685,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,2012-03-26 07:00:00,370
10686,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,2012-03-26 08:00:00,657
10687,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,2012-03-26 09:00:00,282
10688,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,2012-03-26 10:00:00,153
10689,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,2012-03-26 11:00:00,178
10690,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,2012-03-26 12:00:00,279
10691,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,2012-03-26 13:00:00,301
10692,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,2012-03-26 14:00:00,217
10693,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,2012-03-26 15:00:00,223
10694,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,2012-03-26 16:00:00,305
10695,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,2012-03-26 17:00:00,664
10696,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,2012-03-26 18:00:00,684
10697,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,2012-03-26 19:00:00,458
10698,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,2012-03-26 20:00:00,221
10699,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,2012-03-26 21:00:00,186
10700,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,2012-03-26 22:00:00,93
10701,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,2012-03-26 23:00:00,48
10702,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,2012-03-27 00:00:00,10
10703,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,2012-03-27 01:00:00,5
10704,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,2012-03-27 02:00:00,7
10705,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,2012-03-27 03:00:00,4
10706,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,2012-03-27 04:00:00,3
10707,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,2012-03-27 05:00:00,17
10708,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,2012-03-27 06:00:00,101
10709,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,2012-03-27 07:00:00,286
10710,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,2012-03-27 08:00:00,581
10711,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,2012-03-27 09:00:00,267
10712,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,2012-03-27 10:00:00,138
10713,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,2012-03-27 11:00:00,175
10714,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,2012-03-27 12:00:00,220
10715,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,46,165,2012-03-27 13:00:00,211
10716,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,2012-03-27 14:00:00,184
10717,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,2012-03-27 15:00:00,200
10718,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,2012-03-27 16:00:00,305
10719,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,2012-03-27 17:00:00,614
10720,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,2012-03-27 18:00:00,644
10721,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,2012-03-27 19:00:00,417
10722,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,2012-03-27 20:00:00,294
10723,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,2012-03-27 21:00:00,221
10724,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,2012-03-27 22:00:00,134
10725,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,2012-03-27 23:00:00,64
10726,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,2012-03-28 00:00:00,30
10727,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,2012-03-28 01:00:00,8
10728,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,2012-03-28 02:00:00,3
10729,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,2012-03-28 03:00:00,5
10730,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,2012-03-28 04:00:00,1
10731,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,2012-03-28 05:00:00,40
10732,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,2012-03-28 06:00:00,115
10733,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,2012-03-28 07:00:00,358
10734,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,2012-03-28 08:00:00,658
10735,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,2012-03-28 09:00:00,314
10736,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,2012-03-28 10:00:00,173
10737,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,2012-03-28 11:00:00,222
10738,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,2012-03-28 12:00:00,268
10739,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,2012-03-28 13:00:00,273
10740,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,2012-03-28 14:00:00,221
10741,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,2012-03-28 15:00:00,199
10742,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,2012-03-28 16:00:00,221
10743,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,2012-03-28 17:00:00,604
10744,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,2012-03-28 18:00:00,641
10745,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,2012-03-28 19:00:00,456
10746,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,2012-03-28 20:00:00,362
10747,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,2012-03-28 21:00:00,261
10748,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,2012-03-28 22:00:00,172
10749,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,2012-03-28 23:00:00,93
10750,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,2012-03-29 00:00:00,48
10751,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,2012-03-29 01:00:00,33
10752,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,2012-03-29 02:00:00,6
10753,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,2012-03-29 03:00:00,5
10754,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,2012-03-29 04:00:00,9
10755,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,2012-03-29 05:00:00,32
10756,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,2012-03-29 06:00:00,117
10757,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,2012-03-29 07:00:00,367
10758,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,2012-03-29 08:00:00,654
10759,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,2012-03-29 09:00:00,321
10760,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,2012-03-29 10:00:00,166
10761,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,2012-03-29 11:00:00,220
10762,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,2012-03-29 12:00:00,292
10763,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,2012-03-29 13:00:00,273
10764,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,2012-03-29 14:00:00,238
10765,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,2012-03-29 15:00:00,307
10766,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,2012-03-29 16:00:00,388
10767,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,2012-03-29 17:00:00,703
10768,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,2012-03-29 18:00:00,681
10769,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,2012-03-29 19:00:00,468
10770,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,2012-03-29 20:00:00,335
10771,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,2012-03-29 21:00:00,224
10772,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,2012-03-29 22:00:00,152
10773,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,2012-03-29 23:00:00,94
10774,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,2012-03-30 00:00:00,59
10775,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,2012-03-30 01:00:00,27
10776,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,2012-03-30 02:00:00,7
10777,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,2012-03-30 03:00:00,7
10778,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2012-03-30 04:00:00,2
10779,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,2012-03-30 05:00:00,26
10780,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,2012-03-30 06:00:00,86
10781,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,2012-03-30 07:00:00,289
10782,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,2012-03-30 08:00:00,593
10783,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,2012-03-30 09:00:00,321
10784,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,2012-03-30 10:00:00,187
10785,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,2012-03-30 11:00:00,201
10786,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,2012-03-30 12:00:00,270
10787,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,2012-03-30 13:00:00,242
10788,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,56,173,2012-03-30 14:00:00,229
10789,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,73,207,2012-03-30 15:00:00,280
10790,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,2012-03-30 16:00:00,367
10791,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,2012-03-30 17:00:00,606
10792,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,2012-03-30 18:00:00,560
10793,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,2012-03-30 19:00:00,395
10794,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,2012-03-30 20:00:00,209
10795,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,2012-03-30 21:00:00,220
10796,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,2012-03-30 22:00:00,153
10797,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,2012-03-30 23:00:00,123
10798,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,2012-03-31 00:00:00,92
10799,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,2012-03-31 01:00:00,82
10800,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,2012-03-31 02:00:00,69
10801,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,2012-03-31 03:00:00,31
10802,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,2012-03-31 04:00:00,8
10803,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,2012-03-31 05:00:00,5
10804,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,2012-03-31 06:00:00,23
10805,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,2012-03-31 07:00:00,44
10806,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,2012-03-31 08:00:00,145
10807,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,2012-03-31 09:00:00,223
10808,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,2012-03-31 10:00:00,313
10809,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,2012-03-31 11:00:00,463
10810,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,2012-03-31 12:00:00,621
10811,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,2012-03-31 13:00:00,638
10812,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,2012-03-31 14:00:00,551
10813,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,2012-03-31 15:00:00,605
10814,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,2012-03-31 16:00:00,535
10815,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,2012-03-31 17:00:00,543
10816,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,2012-03-31 18:00:00,341
10817,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,2012-03-31 19:00:00,284
10818,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,2012-03-31 20:00:00,208
10819,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,2012-03-31 21:00:00,143
10820,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,2012-03-31 22:00:00,156
10821,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,2012-03-31 23:00:00,112
10822,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,2012-04-01 00:00:00,67
